Initial computer time: 1567371537.891346931
Initial NTP time:      1567371537.836041927
NTP offset:            -0.001896381
##DATA##
timeStamp secondary_task_status
1567371538.051453114 False
1567371598.130836964 True
1567371658.202500105 False
1567371718.200189114 True
1567371778.108243942 False
1567371838.212115049 True
1567371898.125257015 False
1567371958.208893061 True
1567372018.092706919 False
1567372078.183295965 True
1567372138.103648901 False
